Player Name,Team,Position,Games Played,Total Points
Peter Brown,Cowboys,DEF,13,143.1
Paul Mitchell,Jets,K,8,48.17
Michael Clark,Chiefs,RB,14,314.52
Gary Delgado,Bears,TE,1,1.62
Jesse Black,Falcons,QB,6,197.2
Mark Taylor,Panthers,K,2,13.74
David Gay,Seahawks,WR,5,74.09
Steven Pierce,Titans,K,2,11.11
Jeffrey Fowler,Browns,TE,3,30.92
David Smith,Cardinals,TE,9,72.67
Michael Dixon,Saints,DEF,5,50.27
Eddie Rodriguez,Cowboys,QB,16,440.05
Paul Johnson,Lions,QB,2,69.9
Randy Barnes,Giants,WR,13,257.88
Jared Spence,Colts,WR,14,283.78
Adam Hunter,Chargers,WR,11,164.96
Christopher Baldwin,Giants,RB,9,176.09
Michael Schneider,Chargers,QB,10,272.02
Bryan Hill,Cowboys,WR,1,27.46
Juan Wilkinson,Broncos,K,13,79.41
Timothy Combs,Browns,DEF,8,60.14
Roberto Kane,Falcons,DEF,9,94.21
Ryan Watson,Raiders,TE,8,84.63
Larry Johnson,Raiders,TE,16,128.22
Joseph Salazar,Buccaneers,DEF,11,79.01
Jason Hughes,Seahawks,TE,5,64.03
Henry Arroyo,Bengals,DEF,12,101.84
Dennis Norton,Cowboys,RB,3,63.56
Jared Waller,Seahawks,K,8,53.48
Michael Lowe,Raiders,RB,14,298.34
Angel Black,Giants,TE,7,66.99
Reginald Graves,Bills,TE,4,38.29
Justin Mcdaniel,Ravens,WR,10,198
Tim Elliott,Dolphins,RB,13,224.89
Andrew Cherry,Vikings,QB,2,53.95
Patrick Lopez,Chargers,TE,2,27.18
Riley Williams,Texans,TE,13,135.33
Kenneth Johnson,Patriots,RB,14,301.23
Brett Wright,Patriots,K,12,65.58
Kenneth Guerrero,Redskins,TE,7,58.06
Caleb Myers,Chargers,TE,9,94.14
Jerry Hendricks,Vikings,K,14,121.05
Timothy Rodriguez,Giants,RB,16,321.84
John West,Chiefs,RB,3,55.27
Brandon Johnson,Panthers,QB,10,266.8
Philip Bell,Buccaneers,QB,3,86.13
Henry Mcdonald,Panthers,K,15,110.87
Justin Bowers,Jaguars,K,1,9.64
Christopher Alvarez,Panthers,WR,13,225.51
Matthew Vaughn,Bears,WR,10,187.92
Benjamin Carter,Ravens,RB,5,112.14
Kevin Krueger,Colts,RB,6,120.61
Edward Bailey,Redskins,TE,15,145.25
Joshua Castro,Bengals,RB,14,248.93
Kyle Tran,Patriots,DEF,6,63.91
William Vang,Lions,QB,9,241.58
Austin Richardson,Bengals,RB,7,154.23
Corey Simpson,Cardinals,QB,9,261.2
Cody Townsend,Browns,K,15,90.24
Jacob Morgan,Texans,RB,13,224.93
Kurt Frey,Lions,QB,9,279.96
Kelly Moore,Saints,DEF,2,22.67
Dustin Williams,Cowboys,DEF,2,15.44
Randall Jones,Vikings,TE,11,72.64
Shawn Rosales,49ers,QB,12,313.87
Matthew Noble,Chargers,TE,15,153.94
Gregory Marquez,Jaguars,QB,6,170.01
Jeremy Miles,Panthers,QB,4,100.85
Spencer Lawson,Saints,WR,12,189.75
John Smith,Colts,WR,16,300
James Phelps,Cardinals,K,6,45.04
Christopher Tyler,49ers,RB,15,273.53
Colton Alvarado,Dolphins,WR,11,173.85
Chase Wright,Patriots,QB,4,104.84
Dillon Gillespie,Seahawks,QB,1,16.25
Robert Aguilar,Jets,RB,7,144.33
Andrew Curtis,Jets,QB,8,243.42
Scott Simpson,Raiders,RB,3,67.9
Stephen Morse,Bills,DEF,1,8.7
Mark Wolf,Seahawks,DEF,6,66.71
Omar Reynolds,Seahawks,WR,6,105.52
Karl Lloyd,Seahawks,DEF,8,81.8
Joe Hughes,Broncos,RB,5,120.87
Paul Garcia,Ravens,WR,1,5.47
Danny Chang,Patriots,DEF,9,79.17
Kyle Ayers,Giants,WR,12,236.25
Christopher Simmons,Rams,K,7,62.78
Walter Lindsey,Giants,K,8,57.47
Keith Anderson,Panthers,TE,4,33.84
Jeffrey Olson,Falcons,K,13,91.21
Todd Jackson,Steelers,TE,7,73.64
Trevor Blackwell,Cardinals,RB,2,35.76
Ryan Noble,Titans,TE,10,94.12
Charles Silva,49ers,TE,4,60.46
Michael Dickerson,Chiefs,DEF,13,121.61
George Pena,Giants,DEF,8,98.7
Kevin Lewis,Broncos,K,6,41.47
Matthew Black,Titans,RB,1,29.75
Jason Wilson,Rams,DEF,2,15.64
Christopher Sutton,Bills,QB,5,158.94
Juan Ryan,Patriots,DEF,2,3.14
Charles Myers,Patriots,WR,5,77.23
Richard Lamb,Jets,QB,11,268.05
Reginald Smith,Bears,RB,8,136.5
Michael Espinoza,Jaguars,TE,16,150.07
Raymond Larson,Buccaneers,RB,4,82.72
Nicholas Perez,Seahawks,WR,13,227.71
Neil Bender,Bengals,K,9,63.67
Timothy Burton,Titans,WR,8,174.44
Charles Miles,Falcons,WR,15,231.04
Jeffrey Salazar,Bengals,DEF,6,71.13
Daniel Wilson,Panthers,WR,15,277.36
Robert Henson,Raiders,K,9,82.92
Allen Caldwell,Titans,K,6,65.02
John Dean,Steelers,QB,7,168.12
Matthew Welch,Titans,WR,5,120.77
Chad Lee,Broncos,K,1,12.13
Nicholas Perry,Jets,WR,4,51.94
Thomas Thornton,Panthers,QB,8,222.9
Aaron Wright,Browns,QB,9,246.31
Dan Booker,Chargers,DEF,6,31.54
Joshua Cummings,Falcons,DEF,12,120.86
Derrick Murray,Steelers,TE,7,82.35
Jeffrey Petty,Broncos,TE,2,30.11
Stanley Williams,Saints,DEF,4,45.9
Troy Hurley,Browns,K,4,31.07
Chris Davis,Cowboys,RB,10,163.21
Gregory Charles,Eagles,TE,13,122.13
Ryan Ho,Lions,QB,10,324.59
Joe Morrison,Seahawks,QB,4,90.1
Richard Rhodes,Titans,DEF,9,103.75
Michael Harrington,Browns,WR,2,36.63
Fernando Thomas,Chiefs,TE,4,48.29
Jacob Watson,Jaguars,TE,5,56.68
Robert Todd,Packers,DEF,14,155.67
Darren Johnson,Titans,WR,7,105.73
Joe Petty,Rams,QB,9,234.52
Robert Garcia,Seahawks,DEF,5,29.27
David Morgan,Cowboys,TE,13,115.97
Robert Ferguson,Redskins,WR,12,264.77
Jason Rice,Falcons,QB,9,218.53
Andrew Murphy,Rams,QB,1,29.09
Eduardo Austin,Titans,WR,14,242.16
Robert Rodriguez,Dolphins,DEF,4,49.94
Kevin Hendricks,Packers,QB,15,406.26
Eric Hicks,Bengals,TE,16,152.46
Mark Perez,Packers,RB,7,135.91
James Goodwin,Redskins,TE,9,78.81
Kevin Washington,Titans,K,1,5.9
John Matthews,Vikings,QB,11,303.98
Cory Ramirez,Panthers,DEF,3,31.07
Daniel Short,49ers,TE,9,85.6
Michael Hull,Falcons,WR,9,146.51
Zachary Brown,Steelers,DEF,1,3.05
Michael Schaefer,Lions,K,4,29.42
Daniel Bell,Steelers,QB,11,290.02
Luis Lopez,Seahawks,K,10,70.37
Charles Parker,Chargers,K,14,77.23
Dean Potter,Texans,WR,3,62.84
James Jones,Broncos,K,5,42.82
Austin Villegas,Browns,QB,11,341.91
David Dixon,Bengals,TE,16,215.23
Charles Sanchez,Raiders,QB,8,199.99
Andrew Hobbs,Chargers,QB,5,136.82
Ricky Allen,Eagles,QB,2,49.19
Jeffrey Kirby,49ers,K,14,98.26
Christopher Gonzales,Jaguars,DEF,10,88.56
Jonathan Hicks,Saints,RB,4,90.09
Isaac Santos,Bills,K,11,81.61
Rodney Raymond,Bills,WR,16,311.18
Eric Brown,Patriots,WR,6,127.56
Michael Phillips,Steelers,DEF,11,125.91
James Doyle,Titans,RB,10,206.27
Jeremy Berry,Rams,QB,9,263.62
Allen Hughes,Redskins,RB,10,214.92
James Carney,49ers,K,16,145.01
Brad Davis,Chiefs,DEF,12,90.95
Andre Ortiz,Rams,RB,4,94.03
James Rodriguez,Buccaneers,K,4,55.15
David Page,Eagles,RB,11,226.95
Mark Armstrong,Panthers,K,5,28.71
Edward Espinoza,Vikings,K,11,87.62
Michael Leon,Seahawks,WR,5,83.04
Brandon Calderon,Bills,TE,8,80.32
Mark Woods,Titans,DEF,1,11.6
Connor Williams,Steelers,RB,2,33.08
Daniel Smith,Jets,QB,13,379.71
Bobby Wright,Raiders,DEF,12,143.84
John Chandler,Steelers,TE,16,219.82
Aaron Weaver,Colts,K,2,0.55
Kevin Hoover,Browns,WR,1,22.39
John Romero,Browns,RB,10,214.75
Steven Harrison,Texans,K,14,108.64
Robert Ramos,Buccaneers,WR,10,193.18
John Holt,Browns,K,3,20.15
Derrick Walters,Ravens,K,2,11.88
Benjamin Walsh,Jaguars,TE,6,61.45
Randy Swanson,Redskins,RB,14,274.55
Adam Allen,Lions,RB,5,97.57
Jack Lewis,Jets,QB,4,105.88
Anthony Wilson,Bills,K,11,98.39
Shawn Jenkins,Steelers,TE,8,85.07
Justin Walker,Ravens,QB,1,39.95
Joshua Boyer,Colts,WR,10,187.03
David Harper,Titans,K,3,11.01
Hunter King,Steelers,QB,14,399.72
Eric Clark,Saints,TE,9,101.07
Christopher Sullivan,Broncos,TE,4,45.37
Adam Pruitt,Panthers,TE,2,14.42
Christopher Moore,Patriots,RB,14,312.05
Aaron Boyle,Jaguars,TE,9,98.94
Tim Hernandez,Cardinals,WR,10,175.34
William Park,Chargers,TE,16,147.99
Austin Copeland,Colts,QB,11,294.27
Adam Erickson,49ers,TE,13,124.95
Joseph Murphy,Buccaneers,K,2,10.87
Stephen Phillips,Packers,DEF,14,140.12
Jonathon Hensley,Broncos,DEF,10,109.52
Roger Sheppard,Giants,DEF,5,45.75
Daniel Pena,Buccaneers,K,16,133.85
Joshua Wright,Lions,TE,6,50.84
David Blackwell,Cardinals,K,12,72.77
Johnny Colon,Cowboys,RB,11,215.18
Xavier Johnson,Dolphins,WR,11,175.91
Frank Allen,Vikings,RB,8,157.09
Timothy Evans,Packers,K,10,90.81
Timothy Moreno,Browns,RB,9,164.15
Kevin Williams,Jaguars,TE,11,140.59
Brandon Carter,Falcons,QB,11,319.5
Mark Cook,Giants,DEF,3,36.88
Michael Moore,Bills,DEF,13,91.5
Matthew Marsh,Packers,DEF,14,160.03
William Jenkins,Eagles,DEF,2,13.39
Michael Williamson,Redskins,WR,10,174.31
Corey Torres,Vikings,RB,10,157.82
Antonio Warren,Jets,K,11,83.94
Bradley Blake,Bengals,RB,10,226.6
Christopher Hudson,Giants,TE,11,93.62
Jack Hurley,Chiefs,WR,9,170.11
Gabriel Stevens,Rams,DEF,1,6.68
Jared Walsh,Panthers,TE,3,37.27
Harold Sanders,Saints,QB,14,390.95
Christopher Knight,Jets,TE,2,18.06
Andres Simpson,Saints,RB,12,224.9
Chris Carroll,Buccaneers,TE,11,111.22
Randall Garcia,Saints,RB,9,172.91
Christopher Lopez,Chargers,K,15,119.3
Joseph Johnson,Cardinals,K,1,14.78
Zachary Khan,Chiefs,RB,8,155.05
Eric Nelson,Saints,RB,12,254.79
Timothy Stevens,Titans,RB,11,216.68
Christopher Ray,Ravens,TE,16,162.36
Shane Davidson,Redskins,RB,11,194.91
Nicholas Collins,Chiefs,WR,12,207.7
Jeffrey Boyd,Eagles,WR,11,174.5
Billy Wilcox,Vikings,K,9,59.42
Jerry Noble,Bears,K,9,72.07
Jeffrey Cross,Saints,TE,5,61.22
Philip Armstrong,Bengals,TE,6,40.09
George Jones,Rams,RB,1,18.12
Jason English,Bears,DEF,3,21.64
Mark Murphy,Steelers,TE,5,37.65
Ronald Wilcox,Titans,DEF,8,104.09
Thomas Carey,Giants,QB,5,135.02
Philip Blackwell,Ravens,TE,6,63.54
James Francis,Chargers,TE,11,135.19
Adam Mckinney,Vikings,WR,13,203.15
Daniel Green,Dolphins,K,7,63.56
William Neal,Browns,RB,13,259.72
Adam Silva,Vikings,QB,1,33.28
Edward Robbins,Steelers,K,6,42.7
Todd Smith,Ravens,QB,12,331.29
Thomas Turner,49ers,DEF,9,108.53
Jeffrey Miller,Chiefs,WR,16,284.93
Jared Brown,Chiefs,WR,8,118.52
James Washington,Ravens,DEF,6,44.28
Tony Bradford,Lions,DEF,16,154.26
Shane Watson,Jaguars,RB,12,237.75
Michael Chavez,Buccaneers,DEF,6,72.16
Jesus Rosales,Bengals,WR,15,225.84
Andrew Allen,Panthers,RB,1,24.6
Randall Gray,Seahawks,K,11,75.73
John Hensley,Bills,K,11,79.29
Timothy Ford,Seahawks,TE,7,61.16
Mark Odonnell,Buccaneers,TE,7,78.23
Scott Palmer,Chargers,RB,16,306.01
Anthony Turner,Broncos,K,8,59.1
David Clark,Jets,TE,7,76.98
Joshua King,Packers,TE,15,160.53
Caleb Nguyen,Giants,QB,4,120.25
Donald Howe,49ers,QB,11,309.85
Steven Hill,Jets,WR,12,209.52
Robert Gonzalez,Dolphins,QB,14,349.78
James Dean,Vikings,K,8,54.22
Darrell Frey,Eagles,K,13,71.44
Jeffrey Patterson,Panthers,DEF,3,29.68
John Pierce,Redskins,QB,4,125.08
Alexander Wilkerson,Titans,K,7,49.98
Anthony Brandt,Broncos,WR,15,253.85
Matthew Smith,Lions,WR,1,22.23
Jeffrey Thomas,49ers,QB,8,270.31
Derek Paul,Jaguars,RB,16,320.26
Travis Rice,Packers,DEF,10,117.98
Steven Hardin,Texans,QB,15,438.94
Travis Johnson,Bears,QB,1,15.99
Daniel Greene,Steelers,WR,12,239.87
Mark Walker,Falcons,TE,1,18.16
Roy Skinner,Browns,TE,16,190.42
Brandon James,Colts,RB,4,97.51
James Graves,Rams,QB,5,163.9
Thomas Park,Lions,TE,1,18.66
Joseph Buck,Colts,K,13,90.22
Richard Dixon,Bengals,QB,11,316.56
Jacob Holder,Bengals,WR,5,96.77
Jesse Robertson,Buccaneers,TE,3,20.38
Keith Macias,Browns,TE,1,18.05
Reginald Christian,Redskins,TE,14,161.5
George Baker,Lions,DEF,5,46.82
Eric Wheeler,Ravens,RB,6,127.62
Carl Johnston,Raiders,RB,16,344.59
Jerry Dunn,Cowboys,DEF,15,129.73
John Smith,Cardinals,WR,9,159.93
Bryan Galvan,Colts,RB,5,127.55
Alan Jefferson,Bears,DEF,8,94.78
Nathaniel Wilson,Patriots,DEF,2,26.47
Ryan Ho,Bills,TE,14,136.24
Reginald Blackwell,Steelers,K,6,59.13
Bobby Newton,Jets,K,8,54.77
Travis Lopez,Steelers,DEF,14,158.9
Brian Schwartz,Colts,RB,3,65.25
Anthony Johnson,Bears,DEF,12,122.58
Alexander Moon,Vikings,RB,12,278.15
James Guerra,Redskins,DEF,4,35.31
Rodney Walls,Jaguars,RB,1,22.13
Steven Lopez,Titans,WR,11,181.51
Robert Silva,Eagles,RB,16,299.26
Ralph Chapman,Buccaneers,WR,10,195.48
Kenneth Jordan,Redskins,K,7,55.81
George Vargas,Chargers,WR,3,68.5
Ricky Hall,Buccaneers,WR,12,263.88
Matthew Randall,Falcons,DEF,5,38.52
Bryan Morgan,Saints,WR,8,118.46
Eric Hawkins,Colts,DEF,13,134.09
Jay Floyd,Jets,TE,3,12.52
Anthony Lewis,Raiders,QB,1,19.01
Michael Acosta,Patriots,WR,12,224.53
George Mooney,Lions,DEF,11,120.33
Darryl Collins,Giants,WR,4,75.65
Craig Hurley,Jets,DEF,8,49.87
Anthony Vargas,Colts,WR,15,210.68
Christopher Foster,Ravens,TE,14,135.78
Justin Stevenson,Titans,K,5,31.61
Timothy Gonzalez,Ravens,RB,8,146.12
Cameron Perez,Bills,K,5,35.4
George Roman,Broncos,QB,11,316.36
Michael Brown,Lions,K,6,44.77
Luke Thompson,Rams,RB,13,270.61
Charles Johnson,Packers,RB,5,104.45
Jeffrey Rodriguez,Cardinals,RB,3,62.05
Johnathan Nguyen,Redskins,DEF,9,108.16
John Rogers,Chargers,DEF,14,143.43
Richard Haney,Seahawks,WR,12,190.89
Ernest Miller,Giants,RB,16,333.6
Timothy Harvey,Lions,DEF,16,153.02
Scott Thomas,Cardinals,K,3,20.29
Michael Mahoney,Rams,TE,5,27.83
John Edwards,Redskins,DEF,6,63.92
Curtis Moreno,Ravens,DEF,1,12.76
Jacob Morrison,Jets,DEF,7,74.1
Aaron Dixon,Titans,WR,6,117.87
Vernon Gilbert,Browns,RB,4,75.87
Matthew Cruz,Titans,WR,2,33.85
Ronald Allen,Panthers,WR,13,195.92
Dylan Thomas,Ravens,DEF,10,97.2
Richard Cruz,Chargers,DEF,12,99.5
Aaron Kelley,Packers,TE,11,118.13
Brian Novak,Falcons,RB,7,145.83
William Brown,Cardinals,WR,5,98.66
Tyler Hunter,Ravens,K,12,97.12
Wyatt Lindsey,Seahawks,RB,1,21.5
Jesse Garcia,Jets,WR,8,137.28
Michael Reese,Jets,TE,2,9.4
Zachary Haynes,Bills,WR,1,20.25
Gerald Beasley,Chiefs,RB,5,108.45
Christopher Nelson,Titans,WR,12,159.27
Aaron Cook,Bills,RB,2,33.07
Matthew Taylor,Ravens,WR,13,206.42
Steve Gonzalez,Falcons,QB,11,301.46
Anthony Kelley,Colts,K,9,78.69
Albert Williams,Falcons,QB,10,263.11
Randy Knight,Jaguars,RB,9,164.12
John Ellis,Patriots,QB,1,19.78
Richard Weaver,Bengals,DEF,16,196.22
Stanley Miller,Chargers,DEF,15,133.08
Brian Davis,Patriots,DEF,9,95.91
Billy Smith,Ravens,WR,16,259.02
Jacob Duffy,Cowboys,K,6,45.41
Michael Bates,Jaguars,WR,4,78.04
John Mckay,Giants,WR,8,136.86
Kyle Mcintosh,Bears,DEF,13,122.87
David Reid,Jaguars,DEF,4,59.14
Michael Chambers,Colts,QB,6,166.34
John Phillips,Titans,TE,3,25.73
Logan Miller,Falcons,WR,9,176.45
Thomas Barry,Bengals,TE,13,163.86
Steven Alexander,Browns,K,15,126.62
Jay Munoz,Browns,K,13,93.95
Eric Knight,Rams,K,14,95.07
Jason Reyes,Bengals,QB,8,163
Gary Vaughan,Panthers,DEF,3,41.47
Alexander Carter,Bengals,DEF,2,16.48
Timothy Johnson,Titans,DEF,4,10.35
Ryan Brown,Browns,TE,8,58.85
Douglas Maldonado,Jets,QB,11,314.22
James Collins,Redskins,QB,16,454.42
Matthew Owens,Chiefs,K,1,8.65
Adam Jones,Bears,DEF,3,30.53
James Horn,Panthers,RB,8,141.07
Mason Banks,Packers,K,11,90.95
Justin Williams,Cowboys,DEF,8,82.55
Christopher Austin,Dolphins,RB,1,13.1
Nathan Bennett,Texans,TE,2,12.77
Joshua Henderson,Broncos,WR,15,246.19
Edward Whitney,Titans,RB,4,67.47
Dale Walters,Bills,WR,7,119.82
Matthew James,Raiders,K,2,11.69
Jason Harris,Panthers,K,13,77.25
Joel Brown,Cowboys,QB,13,376.56
Matthew Kelley,Redskins,RB,4,96.81
Michael Wood,Lions,DEF,7,34.94
Lawrence Hammond,Vikings,K,12,94.87
Collin Guerrero,Chargers,TE,2,21.67
Andres Willis,Rams,RB,15,303.76
Spencer Baker,Browns,RB,14,287.71
Joshua Hutchinson,Chiefs,TE,10,74.45
Nicholas Davis,Redskins,K,8,51.32
Fernando Herring,Saints,DEF,16,147.48
Chase Golden,Browns,TE,13,152.3
Nicholas Jones,Buccaneers,QB,14,407.43
Keith Blevins,Ravens,TE,16,160.8
Sean Bridges,Ravens,RB,4,57.84
Darrell Edwards,Colts,K,5,38.46
Alec Tran,Ravens,RB,12,230.28
Eric Mata,Colts,WR,7,98.26
Ernest Nguyen,Bills,K,13,97.66
Jeremy Blair,Broncos,WR,1,26.89
Glenn Wang,Bears,WR,13,235.84
Justin Wagner,Broncos,RB,3,50.05
Robert Archer,Chargers,TE,6,74.37
Michael Carson,Chargers,DEF,7,54.72
Jacob Fitzgerald,Browns,TE,1,8.69
Joseph Smith,Colts,RB,4,83.38
Frank Malone,Ravens,K,4,38.39
Christopher Cruz,Cowboys,QB,11,291.05
Danny Richards,Cowboys,QB,10,302.69
Robert Williams,Colts,TE,5,47.64
Timothy Perez,Bills,RB,3,60.64
Gary Snyder,Bengals,K,16,121.74
Kevin Haynes,Eagles,QB,13,359.86
Paul Farrell,Bills,WR,1,27.95
James Parker,Chargers,K,4,39.35
Bob Johnson,49ers,WR,6,107.16
Brandon Williams,49ers,RB,6,109.02
Shawn Henson,Raiders,TE,10,103.66
Jose Wilson,Falcons,K,11,100.12
Shane Smith,Falcons,K,1,14.49
Joseph Galloway,Vikings,TE,1,12.75
Ian Hines,49ers,TE,3,30.31
Marco Fox,Cardinals,WR,7,102.75
Steven Bowers,Bills,K,13,114.38
Marco Lang,Bengals,RB,7,110.59
Matthew Adams,Bengals,DEF,12,120.52
Cody White,Saints,RB,2,26.94
Joel James,Broncos,TE,16,167.38
Scott Cook,Vikings,K,10,77.28
Evan Wright,Dolphins,TE,6,83.93
Philip Cantu,Texans,TE,10,100.17
Shawn Pierce,Chiefs,WR,10,180.16
Antonio Smith,Eagles,WR,14,261.18
Bryan Stokes,Raiders,QB,6,141.14
David Fisher,Packers,WR,3,45.79
Scott Hill,Panthers,RB,10,200.77
Russell Ramsey,Redskins,K,3,28.98
James Thompson,Jaguars,RB,10,190.72
Benjamin Palmer,Cardinals,QB,11,297.94
Kevin Harrington,Lions,K,14,82.59
Brandon Maxwell,Colts,TE,4,44.5
Shane Jenkins,Vikings,DEF,5,33.15
Matthew Smith,Chiefs,K,9,55.74
Edward Harvey,Texans,WR,7,94.4
Brian Hodges,Rams,QB,10,274.33
Jason Dillon,Broncos,DEF,14,170.31
Christopher Maldonado,Vikings,WR,14,212.51
John Wilson,Ravens,K,9,69.34
Eugene Church,Chiefs,QB,3,69.47
John Adams,Bengals,QB,5,150.47
Shawn Harrison,Bears,WR,7,138.79
Jonathan Roberts,Eagles,QB,12,325.06
Bryan Wood,Panthers,TE,15,170.55
Ethan Davis,Packers,TE,3,25.59
Michael Taylor,Dolphins,RB,15,314.11
Logan Hogan,Titans,K,1,4.43
Joseph Morris,Eagles,TE,13,121.43
Richard Hall,Lions,WR,6,136.16
John Smith,Chargers,TE,8,62.22
Keith Warren,Dolphins,K,11,71.34
Trevor Walker,Panthers,DEF,5,37.02
Lee Leonard,Cardinals,DEF,3,34.22
Chad Chan,Cardinals,TE,6,64.38
Michael Ellis,Steelers,TE,15,176.52
Ricardo Armstrong,Panthers,RB,16,323.48
Eric Monroe,Seahawks,TE,9,83.89
David Wells,49ers,RB,7,155.05
Lawrence Harris,Falcons,QB,8,213.27
Frank Miller,Buccaneers,QB,1,15.73
Keith Hughes,Texans,DEF,5,29.64
Jacob Anderson,Jaguars,QB,11,274.04
Justin Evans,Lions,QB,6,166.89
Erik Sanchez,Panthers,K,9,58.01
Travis Weaver,Cardinals,WR,10,204.05
Peter Ray,Cowboys,TE,4,44.88
Adam Ellison,Vikings,K,8,46.55
Adam Ruiz,Redskins,WR,14,232.2
Jacob Santana,Jets,K,16,107.31
John Lopez,Falcons,QB,8,222.72
Thomas Vasquez,Dolphins,TE,11,111.99
Billy Collins,Texans,WR,5,100.54
Matthew Patterson,Cowboys,TE,11,120.19
Mark Guerrero,Browns,QB,13,381.9
John Curtis,Bills,QB,16,441.24
Ricardo Saunders,Panthers,DEF,1,19.96
Charles Baker,Eagles,WR,7,146.93
Mark Diaz,Jaguars,TE,15,161.16
Jordan English,Bengals,K,16,131.89
Vincent Campbell,Jaguars,K,15,96.89
Jason Hernandez,Colts,WR,3,56.56
Thomas Moore,Broncos,RB,14,261.03
Jaime Davis,Broncos,K,15,116.59
Eric Mason,Vikings,TE,13,116.79
Justin Lopez,Rams,TE,16,188.98
David Ingram,Patriots,WR,4,57.65
Patrick Day,Patriots,TE,10,105.71
David Sutton,Panthers,DEF,2,20.25
Robert Salinas,Raiders,DEF,9,112.14
Micheal Moon,Rams,TE,6,50.64
Jacob Mahoney,Jaguars,K,1,0.57
Brian Little,Broncos,TE,4,40.68
Derek Gentry,Patriots,WR,11,191.02
Larry Andrews,Ravens,RB,8,184.25
Nathan Wilson,Eagles,K,7,53.68
Joseph Mahoney,Browns,RB,2,49.4
David Simmons,Bills,K,9,81.24
Shaun Clark,Jets,RB,11,199.83
John Gonzales,Panthers,RB,2,47.23
Kenneth Andrews,Steelers,TE,5,38.96
Cody Sanchez,Browns,TE,14,171.79
Ronald Dean,Chiefs,QB,12,281.86
Alexander Davis,Vikings,WR,6,96.78
Casey Webster,Browns,QB,13,366.64
Rick Zimmerman,Eagles,TE,2,18.85
Michael Bentley,Jets,QB,9,182.4
Paul Mclaughlin,Jaguars,QB,16,460.22
Christopher Carney,Buccaneers,WR,12,221.88
Richard Weaver,Giants,TE,13,104.78
William Adams,Saints,QB,5,155.6
Jason Medina,Colts,RB,9,180.57
Jose Cross,Eagles,TE,12,137.29
Ralph Velazquez,Eagles,WR,12,190
Ronald Baker,Jaguars,QB,11,329.48
Matthew Hicks,Bears,QB,5,134.65
James Garcia,Jets,K,13,93.42
Kenneth Kelly,Saints,K,9,62.8
James Adkins,Patriots,K,5,36.71
Matthew Taylor,Dolphins,RB,16,310.41
Jack Stafford,Bears,RB,7,109.17
Joseph Martinez,Seahawks,TE,8,67.2
William Delgado,Cardinals,TE,5,48.66
Richard Brown,Raiders,RB,1,21.51
George Sanchez,Ravens,K,7,60.02
Mark Humphrey,Browns,TE,11,114.15
Thomas Ayers,Bears,WR,1,8.19
Ian Browning,Falcons,TE,3,28.8
Michael Miller,Patriots,RB,7,152.96
Kevin James,Seahawks,WR,10,189.95
Victor Griffin,Jets,DEF,11,115.75
Wesley Wade,Chiefs,DEF,16,144.82
Jacob Randolph,Lions,RB,13,220.87
Joseph Dickson,Patriots,K,11,52.86
Michael Hoover,Packers,DEF,9,94.97
Dennis Hernandez,Eagles,WR,5,76.89
Leonard Andrews,Colts,RB,2,55.27
Antonio Kaufman,Vikings,K,12,64.37
Kevin Stewart,Steelers,DEF,7,89.34
Bryan Holmes,Rams,DEF,3,19.05
Brad Huber,49ers,DEF,14,178.03
Brian Carroll,Jets,RB,9,167.71
Joseph Molina,Packers,DEF,1,17.4
Adam Bradley,Falcons,RB,3,64.98
Jimmy Pugh,Browns,TE,12,111.34
Peter Sanchez,Chargers,WR,7,108.39
Thomas Ayers,Browns,TE,8,94.05
Roy Kelly,Cardinals,RB,1,26.61
Damon Cain,Patriots,K,1,11.98
Mark Murphy,Broncos,DEF,15,165.05
Marc Henry,Texans,RB,7,151.95
Aaron Solis,Cardinals,K,6,32.96
Christopher Little,Packers,TE,11,109.91
Paul Stone,Bears,QB,1,32.51
John Smith,Broncos,RB,3,51.95
Joseph Washington,Giants,QB,16,443.99
Ronald Wiley,Falcons,WR,3,54.57
Nathaniel Mccoy,Cardinals,TE,14,113.26
Patrick Macdonald,Dolphins,RB,11,197.79
Brandon Rodriguez,Panthers,K,3,15.32
Dennis Henry,Bengals,RB,9,175.72
Michael Potter,Texans,TE,10,117.1
Jaime Whitehead,Ravens,WR,10,175.85
James Torres,Redskins,WR,5,84.46
Miguel Smith,Browns,QB,3,62.39
Patrick Cox,Colts,RB,6,122.3
Bruce Shah,Steelers,TE,14,102.99
Antonio Walsh,Jets,QB,1,22.04
Curtis Sherman,Texans,WR,1,15.02
Charles Tucker,Texans,TE,2,13.32
Charles Morrison,Giants,WR,12,184.32
Charles Robinson,Jets,DEF,16,157.61
Lonnie Young,Ravens,WR,11,222.94
Nicholas Glenn,Ravens,DEF,11,61.66
Joshua Ochoa,Steelers,K,13,84.63
Donald Peterson,Eagles,RB,2,22.97
Richard Maxwell,Panthers,K,16,77.59
Zachary Daniels,Bills,K,10,80.35
John Hicks,Steelers,K,8,63.16
Johnny Blair,Dolphins,K,9,73.96
Ryan Cook,Ravens,WR,11,202
Marvin Grimes,Chiefs,K,7,51.1
Jonathan Mccoy,Chargers,DEF,9,73.51
Joseph Willis,Falcons,DEF,11,108.39
Austin Murphy,Bills,K,16,125.27
Julian Morris,Falcons,WR,15,271.14
